Latitude,Longitude,Sample Date,Calcium - Dissolved,Chloride - Dissolved,Dissolved Reactive Phosphorus,Electrical Conductance,Fluoride - Dissolved,Free Ammonia Nitrogen,Hardness - Magnesium,Hardness - Total,Magnesium - Dissolved,Nitrate and Nitrite,Nitrite,Potassium - Dissolved,Salinity,Si-Dis,Sodium - Dissolved,Sodium Adsorption Ratio,Sulfate - Dissolved,Total Alkalinity,Total Ammonia Nitrogen,Total Kjeldahl Nitrogen,Total Nitrogen,Total Phosphorus,pH
-27.00222,28.76528,2013-05-28,19.327,13.036,0.018,285.2,0.429,0.0016449,42.964,99.267,12.385,0.261,,3.909,0.212052,2.804,18.247,0.797,27.948,94.753,0.025,,,,8.238
-27.00222,28.76528,2013-06-05,18.471,13.606,0.005,274.7,0.367,0.00575715,43.317,97.55,12.487,0.025,,4.292,0.205467,0.515,17.58,0.775,27.23,91.265,0.025,0.725,0.75,0.006,8.774
-27.00222,28.76528,2013-06-11,19.973,12.717,0.005,285.5,0.225,0.0032898,44.573,102.791,12.849,0.025,,3.309,0.199256,0.277,19.01,0.816,26.601,85.637,0.025,0.541,0.566,0.037,8.55
-27.00222,28.76528,2013-06-25,22.481,13.367,0.013,329.1,0.377,0.00246735,53.267,119.375,15.355,,,3.405,,0.242,19.679,0.784,27.282,121.733,0.025,,,,8.359
-27.00222,28.76528,2013-07-03,19.368,14.092,0.005,310.43,0.368,0.0,56.344,115.254,16.242,0.025,,3.543,0.242737,0.501,20.823,0.844,30.677,112.746,0.025,0.816,0.841,0.053,7.285
-27.00222,28.76528,2013-07-08,28.243,14.065,0.005,330.8,0.194,0.0016449,53.02,133.471,15.284,0.025,,3.723,0.251724,0.245,19.668,0.741,30.795,114.491,0.025,,,,8.237
-27.00222,28.76528,2013-07-16,24.073,13.833,0.005,380.0,0.185,0.00082245,57.495,128.37,16.574,0.052,,3.481,0.279628,0.379,20.765,0.798,28.872,140.715,0.025,0.737,0.789,0.017,7.864
-27.00222,28.76528,2013-07-24,26.597,15.979,0.015,394.0,0.521,0.0065796,59.24,136.745,17.077,0.025,,3.489,0.303294,0.485,22.493,0.837,29.586,153.633,0.06,0.764,0.789,0.047,8.4
-27.00222,28.76528,2013-08-07,26.464,17.003,0.005,,0.172,,71.427,150.88,20.59,0.087,,3.88,0.299815,1.214,23.744,0.841,28.189,147.09,0.025,,,,7.952
-27.00222,28.76528,2013-08-13,29.059,14.807,0.017,360.47,0.219,0.00082245,67.177,152.315,19.365,0.085,,3.407,0.285442,1.627,21.498,0.758,26.796,139.29,0.025,1.141,1.226,0.072,7.757
-27.00222,28.76528,2013-08-22,30.062,17.57,0.005,431.0,0.145,0.00246735,75.829,165.091,21.859,0.025,,3.772,0.340196,1.258,24.956,0.845,27.742,175.461,0.025,,,,8.3
-27.00222,28.76528,2013-08-27,28.49,17.454,0.005,399.46,0.253,0.00246735,91.623,179.915,26.412,0.065,,3.838,0.367421,0.95,27.23,0.883,29.699,191.682,0.025,1.191,1.256,0.062,8.268
-27.00222,28.76528,2013-09-04,27.646,20.029,0.03,425.0,0.232,0.0049347,92.151,178.433,26.564,0.076,,3.915,0.347662,0.404,27.078,0.882,29.784,173.838,0.025,1.274,1.35,0.086,8.686
-27.00222,28.76528,2013-09-17,30.205,20.256,0.005,414.66,0.37,0.0016449,72.017,160.922,20.76,0.067,,3.334,0.338446,1.078,24.208,0.83,30.876,170.672,0.025,1.394,1.461,0.075,8.087
-27.00222,28.76528,2013-09-26,29.996,20.934,0.066,484.0,0.39,0.03701025,74.039,162.801,21.343,0.069,,4.187,0.365982,1.698,28.969,0.988,31.726,186.746,0.185,,,,8.716
-27.00222,28.76528,2013-10-02,30.783,20.881,0.029,472.0,0.345,0.0115143,73.633,164.284,21.226,0.025,,4.285,0.365127,1.842,28.691,0.974,31.201,186.537,0.061,,,,8.683
-27.00222,28.76528,2013-10-08,32.974,21.636,0.021,435.81,0.424,0.0016449,72.128,167.969,20.792,0.069,,3.589,0.369641,2.278,31.55,1.059,32.297,185.34,0.025,1.443,1.512,0.104,8.151
-27.00222,28.76528,2013-10-15,32.001,23.037,0.02,472.96,0.445,0.0016449,78.268,172.828,22.562,0.064,,3.853,0.379009,2.701,27.619,0.914,33.67,193.106,0.025,1.208,1.272,0.116,8.078
-27.00222,28.76528,2013-10-23,33.357,23.904,0.012,479.0,0.361,0.0032898,82.125,180.794,23.674,0.025,,4.035,0.393989,2.109,29.07,0.941,33.377,201.788,0.025,,,,8.449
-27.00222,28.76528,2013-10-29,12.475,14.661,0.053,258.0,0.278,0.00082245,37.358,75.501,10.769,0.074,,4.392,0.186914,3.219,17.41,0.872,19.259,87.837,0.065,,,,7.537
-27.00222,28.76528,2013-11-06,18.405,20.6,0.005,363.0,0.332,0.0016449,56.569,113.116,16.307,0.025,,4.639,0.25233,3.53,28.456,1.164,23.301,114.932,0.025,1.737,1.762,0.183,8.185
-27.00222,28.76528,2013-11-12,21.087,21.281,0.023,389.0,0.33,0.01891635,70.879,136.801,20.432,0.46,,4.876,0.281878,3.782,29.096,1.083,27.002,127.407,0.253,2.04,2.5,0.189,8.199
-27.00222,28.76528,2013-11-19,25.565,22.829,0.005,374.66,0.398,0.0032898,60.628,135.815,17.477,0.67,,5.002,0.316584,3.587,29.751,1.111,30.815,149.053,0.025,,,,8.47
-27.00222,28.76528,2013-11-26,26.448,20.89,0.005,432.87,0.364,0.0032898,76.703,157.103,22.111,0.025,,4.309,0.35465,3.137,31.783,1.104,28.066,180.865,0.025,1.524,1.549,0.106,8.522
-27.00222,28.76528,2014-01-08,18.591,10.53,0.005,217.82,0.102,0.00082245,35.682,88.785,10.286,0.025,,3.506,0.178036,7.318,12.973,0.599,24.481,79.892,0.025,1.169,1.194,0.135,7.737
-27.00222,28.76528,2014-01-23,19.525,10.416,0.005,281.9,0.261,0.0016449,42.936,99.729,12.377,0.223,,,,7.911,,,26.527,96.19,0.025,0.99,1.213,0.113,8.082
-27.00222,28.76528,2014-01-28,18.362,10.438,0.04,270.5,,0.0016449,40.39,93.802,11.643,0.261,,,,7.78,,,24.757,86.831,0.05,,,,7.848
-27.00222,28.76528,2014-02-19,23.575499999999998,13.3725,0.01,330.35,0.3335,0.0032898,44.474500000000006,111.6705,12.8205,0.269,,,,8.2335,,,32.0305,118.70400000000001,0.05,1.2305000000000001,1.4995,0.1125,8.1655
-27.00222,28.76528,2014-04-09,15.652,9.485,0.022,236.1,,0.0016449,32.31,77.443,9.314,0.277,,,,7.738,,,23.419,79.905,0.05,0.9,1.177,0.115,7.85
-27.00222,28.76528,2014-04-15,17.535,10.017,0.01,271.3,,0.00411225,35.37,85.778,10.196,0.228,,,,7.799,,,24.563,90.69,0.05,0.852,1.08,0.102,8.297
-27.00222,28.76528,2014-05-20,29.327,12.947,0.01,387.0,,0.0065796,60.999,145.65,17.584,0.103,,,,6.397,,,27.71,156.343,0.05,1.794,1.897,0.053,8.5
-27.00222,28.76528,2014-05-28,28.822,12.788,0.01,391.0,,0.0065796,76.519,162.814,22.058,0.05,,,,6.21,,,29.199,172.299,0.05,1.128,1.178,0.039,8.494
-27.00222,28.76528,2014-06-11,30.839,13.565,0.01,411.0,,0.00740205,67.625,157.292,19.494,0.05,,,,5.379,,,28.386,184.512,0.05,1.307,1.357,0.035,8.522
-27.00222,28.76528,2014-07-02,28.799,15.382,0.01,408.0,,0.0082245,66.411,150.756,19.144,0.05,,,,3.509,,,27.234,162.061,0.05,0.743,0.793,0.01,8.627
-27.00222,28.76528,2014-07-31,28.366,20.783,0.01,454.0,0.48,0.0065796,87.169,174.318,25.128,0.05,,,,2.57,,,34.841,185.115,0.05,0.845,0.895,0.067,8.495
-27.00222,28.76528,2014-08-07,29.578,18.352,0.01,417.0,0.372,0.02220615,87.533,177.777,25.233,0.116,,,,1.615,,,31.82,165.036,0.123,1.013,1.129,0.07,8.657
-27.00222,28.76528,2014-08-12,24.885,19.167,0.01,431.0,0.369,0.0082245,77.446,154.082,22.325,0.49,,,,2.739,,,32.179,166.348,0.05,2.173,2.663,0.067,8.614
-27.00222,28.76528,2014-08-19,28.162,18.324,0.01,419.0,0.655,0.02549595,77.591,162.438,22.367,0.05,,,,4.229,,,30.638,168.957,0.203,1.507,1.557,0.261,8.46
-27.00222,28.76528,2014-08-27,29.857,19.853,0.01,425.0,0.643,0.0082245,62.976,149.321,18.154,0.05,,,,5.024,,,31.572,166.927,0.05,2.495,2.545,0.08,8.625
-27.00222,28.76528,2014-09-02,28.927,19.068,0.01,416.0,0.221,0.0065796,79.01,166.033,22.776,0.358,,,,5.238,,,34.053,160.185,0.05,1.307,1.665,0.071,8.486
-27.00222,28.76528,2014-09-17,32.778,20.395,0.57,440.0,0.249,0.00904695,89.767,188.42,25.877,0.05,,,,2.43,,,35.328,177.415,0.05,1.027,1.077,0.615,8.673
-27.00222,28.76528,2014-09-24,30.453,20.682,0.01,439.0,0.249,0.00740205,89.24,181.988,25.725,0.05,,,,2.78,,,35.132,174.888,0.05,1.219,1.269,0.072,8.559
-27.00222,28.76528,2014-10-02,28.972,21.013,0.01,427.0,0.254,0.00740205,80.946,168.443,23.334,0.521,,,,6.686,,,35.747,163.958,0.05,1.753,2.274,0.146,8.534
-27.00222,28.76528,2014-10-15,22.484,19.079,0.01,395.0,0.259,0.0065796,66.383,134.953,19.136,0.97,,,,5.949,,,35.531,128.585,0.05,1.578,2.548,0.186,8.49
-27.00222,28.76528,2014-10-23,21.808,16.665,0.01,324.7,0.544,0.00246735,58.404,123.793,16.836,0.846,,,,5.573,,,34.203,106.703,0.05,1.337,2.183,0.147,8.048
-27.00222,28.76528,2014-10-30,19.123,14.321,0.01,276.4,0.493,0.0016449,44.615,100.718,12.861,1.016,,,,5.646,,,26.95,88.757,0.05,1.536,2.552,0.212,7.918
-27.00222,28.76528,2014-11-05,14.425,11.324,0.227,293.3,0.392,0.0016449,45.937,90.555,13.242,0.05,,,,6.482,,,24.915,103.515,0.05,2.91,2.96,0.477,7.702
-27.00222,28.76528,2014-11-13,12.24,16.096,0.01,268.1,0.408,0.00246735,33.597,70.451,9.685,0.625,,,,7.835,,,28.812,73.814,0.05,3.058,3.683,0.489,7.962
-27.00222,28.76528,2014-11-26,17.674,17.608,0.01,309.3,0.546,0.0032898,44.074,96.457,12.705,0.05,,,,8.211,,,31.75,95.956,0.05,2.44,2.49,0.147,8.093
-27.00222,28.76528,2014-12-18,15.783,13.384,0.01,242.0,0.661,0.0032898,35.36,81.39,10.193,1.253,,,,7.607,,,24.04,79.697,0.05,1.515,2.768,0.127,8.133
-27.00222,28.76528,2014-12-23,15.951,12.213,0.038,239.7,0.567,0.00411225,34.059,80.265,9.818,0.562,,,,8.2,,,22.258,77.804,0.05,1.177,1.739,0.14,8.209
-27.00222,28.76528,2015-02-24,15.183,11.313,0.01,231.4,0.362,0.00411225,34.884,79.328,10.056,0.05,,,,7.032,,,14.607,84.609,0.05,1.09,1.14,0.188,8.249
-27.00222,28.76528,2015-03-06,19.873,12.425,0.039,265.2,0.325,0.00575715,41.382,98.753,11.929,0.105,,,,7.21,,,16.213,102.153,0.05,1.464,1.569,0.099,8.397
-27.00222,28.76528,2015-03-11,20.539,11.288,0.022,290.9,0.276,0.0032898,45.999,105.897,13.26,0.05,,3.641,0.221297,6.954,19.893,0.841,19.431,108.768,0.05,1.495,1.545,0.114,8.196
-27.00222,28.76528,2015-03-18,18.866,12.639,0.034,279.5,0.429,0.00411225,42.485,97.548,12.247,0.05,,,,6.453,,,20.09,107.796,0.05,1.781,1.831,0.159,8.257
-27.00222,28.76528,2015-03-25,15.036,39.3,0.04,230.7,0.43,0.00411225,33.958,77.861,9.789,0.143,,,,6.488,,,19.1,72.703,0.05,1.259,1.402,0.156,8.224
-27.00222,28.76528,2015-04-01,23.176,13.936,0.022,326.4,0.283,0.00411225,58.585,127.423,16.888,0.05,,,,8.222,,,26.914,129.681,0.05,1.278,1.328,0.119,8.248
-27.00222,28.76528,2015-04-15,26.801,15.697,0.046,372.0,0.244,0.00411225,70.372,150.469,20.286,0.05,,,,8.327,,,28.237,144.982,0.05,1.327,1.377,0.153,8.272
-27.00222,28.76528,2015-04-29,29.023,16.856,0.291,381.0,0.25,0.00575715,,,,0.05,,3.233,,4.697,20.73,,27.132,152.572,0.05,1.003,1.053,,8.434
-27.00222,28.76528,2015-05-27,26.198,17.323,0.055,389.0,0.265,0.00082245,,,,1.562,,4.482,,2.434,24.363,,33.378,134.554,0.05,1.404,2.966,0.114,7.573
-27.00222,28.76528,2015-06-09,27.816,17.735,0.01,374.0,0.284,0.00411225,61.689,142.696,17.783,0.864,,3.806,0.292586,3.287,24.1,0.878,34.478,133.413,0.05,0.877,1.741,0.01,8.276
-27.00222,28.76528,2015-06-23,27.152,19.099,0.01,365.0,0.244,0.0065796,62.959,142.545,18.149,0.841,,3.806,0.288166,2.351,23.729,0.865,38.076,126.383,0.05,1.052,1.893,0.053,8.482
-27.00222,28.76528,2015-06-30,26.22,16.763,0.01,377.0,0.352,0.00575715,,,,0.608,,3.529,,1.702,13.816,,34.748,129.773,0.05,1.088,1.696,0.066,8.449
-27.00222,28.76528,2015-07-07,27.879,18.283,0.01,379.0,0.255,0.00575715,64.416,146.09,18.569,0.619,,5.204,0.289918,1.626,20.483,0.738,36.382,131.25,0.05,1.114,1.733,0.027,8.393
-27.00222,28.76528,2015-07-21,23.861,19.092,0.01,373.0,0.585,0.00575715,57.762,128.158,16.651,0.116,,4.071,0.280744,0.5,22.243,0.855,35.482,129.711,0.05,1.09,1.206,0.077,8.451
-27.00222,28.76528,2015-08-04,39.605,18.432,0.035,389.0,0.366,0.0032898,51.778,160.37,14.926,0.439,,3.986,0.30266,3.587,21.685,0.745,33.581,137.759,0.05,1.235,1.674,0.154,8.165
-27.00222,28.76528,2015-08-18,25.632,18.223,0.01,214.3,0.025,0.0,65.647,141.941,18.924,0.181,,,,0.5,22.793,0.833,35.399,143.741,0.05,0.873,1.054,0.051,7.03
-27.00222,28.76528,2015-09-01,23.65,16.797,0.01,370.0,0.353,0.00740205,61.179,131.687,17.636,0.307,,3.689,0.28892,0.5,21.837,0.828,35.282,137.971,0.05,0.276,0.583,0.045,8.537
-27.00222,28.76528,2015-09-15,23.457,17.109,0.01,369.0,0.2,0.00246735,61.329,131.383,17.679,0.05,,3.843,0.284525,0.5,20.149,0.765,36.283,135.729,0.05,0.379,0.429,0.037,8.081
-27.00222,28.76528,2015-09-30,25.995,17.624,0.036,405.0,0.061,0.00575715,70.511,148.621,20.326,0.464,,4.112,0.318983,0.5,23.512,0.839,35.743,155.325,0.05,0.71,1.174,0.077,8.443
-27.00222,28.76528,2015-10-14,27.9,9.0,0.01,393.0,0.303,0.0032898,63.83,145.447,18.4,0.05,,5.0,0.310404,2.075,25.4,0.917,35.1,155.0,0.05,1.273,1.323,0.075,8.2
-27.00222,28.76528,2015-10-28,25.272,20.464,0.01,405.0,0.5,0.00411225,63.25,138.196,18.233,0.05,,4.587,0.30129,2.276,20.598,0.763,37.098,142.892,0.05,1.398,1.448,0.076,8.253
-27.00222,28.76528,2015-11-11,26.862,22.221,0.01,403.0,0.397,0.0049347,74.261,155.238,21.407,0.05,,5.757,0.339581,3.064,26.117,0.912,40.717,160.579,0.05,2.161,2.211,0.085,8.321
-27.00222,28.76528,2015-11-25,29.1,20.5,0.01,389.0,0.378,0.00575715,66.605,151.738,19.2,0.212,,5.5,0.343215,3.393,25.8,0.911,37.6,167.4,0.05,1.393,1.605,0.085,8.4
-27.00222,28.76528,2015-12-16,26.345,20.158,0.01,402.0,0.496,0.00411225,72.825,152.242,20.993,0.05,,6.037,0.323911,2.737,25.904,0.914,44.191,147.197,0.05,0.86,0.91,0.024,8.245
-27.00222,28.76528,2015-12-22,25.758,21.745,0.01,395.0,0.441,0.0065796,67.555,144.521,19.474,0.05,,6.287,0.318748,2.27,25.896,0.937,42.93,144.269,0.05,2.276,2.326,0.078,8.515
-27.02314,28.59389,2011-01-06,10.729,7.086,0.152,148.8,0.352,0.00082245,22.653,53.684,6.53,0.275,,3.075,0.107058,6.622,12.272,0.729,14.811,41.408,0.025,,,,7.774
-27.02314,28.59389,2011-01-11,,15.0,0.05,200.0,0.2,0.0049347,31.221,,9.0,0.3,,,,,14.6,,32.0,,0.2,,,,7.7
-27.02314,28.59389,2011-01-13,13.885,8.704,0.035,192.7,0.246,0.00082245,38.43,80.295,11.078,0.323,,3.549,,6.987,10.45,0.508,,62.806,0.025,,,,7.907
-27.02314,28.59389,2011-01-20,20.718,10.111,0.015,254.9,0.252,0.0049347,50.637,111.85,14.597,0.164,,3.46,,8.349,14.891,0.613,,94.557,0.279,,,,7.542
-27.02314,28.59389,2011-01-27,12.939,11.924,0.012,167.3,0.133,0.0,26.16,63.367,7.541,0.025,,3.084,0.19678,6.829,8.219,0.449,14.425,113.459,0.025,,,,7.311
-27.02314,28.59389,2011-02-02,,10.0,0.05,190.0,0.2,0.0,29.833,,8.6,0.3,,,,,12.7,,38.0,,0.05,,,,6.9
-27.02314,28.59389,2011-02-03,15.062,9.916,0.017,195.0,0.197,0.00082245,31.714,75.262,9.142,0.025,,2.893,0.151146,7.846,8.785,0.441,15.315,73.521,0.025,,,,7.708
-27.02314,28.59389,2011-02-10,25.255,19.121,0.025,353.0,0.374,0.0,56.007,129.555,16.145,0.3,,3.776,0.289326,8.343,22.258,0.851,39.311,132.58,0.025,,,,7.329
-27.02314,28.59389,2011-02-17,18.547,7.196,0.057,229.9,0.097,0.00082245,39.248,92.909,11.314,0.361,,2.75,0.187711,8.19,10.695,0.483,18.062,96.161,0.025,,,,7.983
-27.02314,28.59389,2011-02-23,20.0,7.47,0.006,400.0,0.156,0.00082245,41.628,99.363,12.0,0.05,,2.42,0.194962,8.27,9.88,0.431,18.4,102.0,0.025,,,,7.93
-27.02314,28.59389,2011-03-04,20.988,8.487,0.005,276.5,0.395,0.00082245,48.042,109.444,13.849,0.025,,2.667,0.232243,8.161,13.978,0.581,19.765,124.63,0.025,,,,7.773
-27.02314,28.59389,2011-03-09,,153.0,0.4,310.0,0.3,0.22617375,56.198,,16.2,0.4,,,,,17.3,,44.0,,3.8,,,,8.1
-27.02314,28.59389,2011-03-17,23.621,9.67,0.005,285.7,0.182,0.0016449,103.702,182.096,29.894,0.025,,2.696,0.265319,7.827,16.613,0.536,19.085,134.016,0.025,,,,8.058
-27.02314,28.59389,2011-03-25,27.094,10.013,0.005,317.4,0.252,0.00082245,58.831,137.5,16.959,0.025,,2.384,0.256919,8.339,18.162,0.674,24.008,129.496,0.025,,,,7.982
-27.02314,28.59389,2011-03-31,29.017,11.935,0.005,351.0,0.349,0.00082245,55.445,138.283,15.983,0.025,,2.81,0.279041,7.49,19.407,0.718,24.632,143.325,0.025,,,,7.966
-27.02314,28.59389,2011-04-07,29.472,22.7265,0.035500000000000004,382.0,0.3265,0.00082245,65.989,149.146,19.0225,0.27749999999999997,,3.184,0.279578,6.978,23.005499999999998,0.749,41.609,129.847,0.037500000000000006,,,,7.6579999999999995
-27.02314,28.59389,2011-04-14,34.084,24.156,0.012,450.0,0.333,0.0032898,89.431,191.282,25.78,0.025,,3.381,0.339283,5.282,30.061,0.946,42.942,146.291,0.025,,,,8.443
-27.02314,28.59389,2011-05-04,,14.0,0.05,400.0,0.2,0.00740205,75.277,,21.7,0.05,,,,,32.7,,33.0,,0.2,,,,7.9
-27.02314,28.59389,2011-05-06,33.455,15.592,0.005,415.0,0.454,0.0016449,104.372,207.448,30.087,0.025,,2.868,0.343998,5.504,23.763,0.718,29.705,170.527,0.025,,,,8.148
-27.02314,28.59389,2011-05-11,31.736,14.902,0.005,399.0,0.443,0.00246735,99.352,197.196,28.64,0.025,,3.049,0.3308,6.091,22.904,0.71,28.533,164.391,0.025,,,,8.315
-27.02314,28.59389,2011-05-26,32.955,17.076,0.005,406.0,0.275,0.00082245,57.492,150.547,16.573,0.025,,2.997,0.326155,5.392,23.217,0.823,33.979,163.153,0.025,,,,7.953
-27.02314,28.59389,2011-05-31,,21.0,0.05,410.0,0.2,0.0016449,70.421,,20.3,0.05,,,,,28.0,,36.0,,0.05,,,,7.9
-27.02314,28.59389,2011-06-01,33.216,16.763,0.005,416.0,0.4,0.00082245,67.996,163.668,19.601,0.025,,3.11,0.339617,5.179,23.99,0.816,30.169,174.049,0.025,,,,7.928
-27.02314,28.59389,2011-06-08,33.938,16.687,0.005,425.0,0.367,0.00082245,67.351,164.705,19.415,0.025,,3.221,0.334583,4.905,22.667,0.769,24.339,175.345,0.025,,,,7.991
-27.02314,28.59389,2011-06-16,34.12,17.44,0.031,429.0,0.394,0.0016449,71.396,169.961,20.581,0.079,,2.973,,4.083,24.663,0.823,30.954,,0.025,,,,8.153
-27.02314,28.59389,2011-06-22,36.095,17.06,0.143,454.0,0.181,0.00246735,74.632,178.736,21.514,0.025,,3.351,0.342242,4.553,25.997,0.846,31.703,168.758,0.025,,,,8.295
-27.02314,28.59389,2011-06-27,34.136,25.372,0.005,486.0,0.296,0.00246735,74.733,173.963,21.543,0.884,,4.235,0.356849,1.125,30.554,1.008,54.354,149.598,0.025,,,,8.372
-27.02314,28.59389,2011-06-29,35.103,17.467,0.0275,465.5,0.27849999999999997,0.001233675,84.222,188.378,24.2785,0.037500000000000006,,3.006,0.368041,4.317,26.766,0.841,34.3125,186.892,0.037500000000000006,,,,7.857
-27.02314,28.59389,2011-07-06,35.278,17.89,0.005,463.0,0.214,0.0032898,78.053,180.756,22.5,0.025,,3.251,0.361563,4.583,26.496,0.858,32.402,183.205,0.025,,,,8.434
-27.02314,28.59389,2011-07-12,36.549,18.082,0.005,473.0,0.524,0.00246735,74.539,179.758,21.487,0.025,,2.808,0.370556,4.18,26.935,0.874,33.871,188.756,0.025,,,,8.272
-27.02314,28.59389,2011-08-03,20.369,21.682,0.005,478.0,0.279,0.00411225,77.255,142.578,22.27,0.025,,3.149,0.355114,3.494,27.01,0.984,34.614,184.931,0.106,,,,7.931
-27.02314,28.59389,2011-08-22,,25.0,0.05,500.0,0.2,0.01398165,95.745,,27.6,0.4,,,,,31.1,,40.0,,0.9,,,,7.5
-27.02314,28.59389,2011-09-07,35.688,27.516,0.014,489.0,0.359,0.0049347,96.234,203.363,27.741,0.025,,3.799,,2.774,30.516,0.931,,197.918,0.025,,,,8.719
-27.02314,28.59389,2011-09-13,,28.0,0.05,490.0,0.3,0.1085634,100.601,,29.0,0.05,,,,,37.0,,39.0,,0.4,,,,8.9
-27.02314,28.59389,2011-10-05,41.489,27.03,0.074,525.0,0.299,0.0032898,84.748,204.214,24.43,0.025,,4.006,0.447426,1.307,33.373,1.016,41.83,225.219,0.025,,,,8.471
-27.02314,28.59389,2011-10-19,,120.0,0.05,530.0,0.4,0.0016449,88.113,,25.4,0.2,,,,,34.5,,46.0,,0.05,,,,7.7
-27.02314,28.59389,2011-11-09,37.378,26.692,0.027,530.0,0.145,0.0049347,80.8,189.262,23.292,0.025,,4.283,0.398882,3.582,36.524,1.155,37.852,190.682,0.025,,,,8.7
-27.02314,28.59389,2011-11-15,,31.0,0.05,510.0,0.4,0.02714085,80.828,,23.3,0.05,,,,,31.7,,41.0,,0.2,,,,8.5
-27.02314,28.59389,2011-11-30,37.211,27.781,0.059,503.0,0.294,0.00246735,75.295,182.309,21.705,0.632,,5.082,0.404481,1.097,33.426,1.077,39.659,193.817,0.025,,,,8.415
-27.02314,28.59389,2011-12-06,,28.0,4.8,510.0,0.3,0.55350885,84.991,,24.5,9.1,,,,,34.6,,45.0,,7.5,,,,8.2
-27.02314,28.59389,2012-01-05,15.511,17.689,0.005,258.3,0.28,0.0115143,,,,0.1,,3.999,,6.859,20.407,,28.961,90.386,0.185,,,,8.11
-27.02314,28.59389,2012-01-10,,17.0,6.4,290.0,0.3,0.14721855,44.403,,12.8,4.9,,,,,18.4,,44.0,,11.7,,,,7.4
-27.02314,28.59389,2012-02-07,,14.0,3.3,270.0,0.2,0.00082245,32.609,,9.4,0.5,,,,,20.5,,34.0,,0.05,,,,7.6
-27.02314,28.59389,2012-02-08,19.41,14.365,0.005,251.0,0.266,0.00246735,44.844,101.707,12.927,0.36,,3.874,0.201449,7.997,16.996,0.733,23.878,88.654,0.025,,,,8.352
-27.02314,28.59389,2012-03-06,,17.0,4.2,320.0,0.3,0.93019095,58.279,,16.8,0.05,,,,,25.6,,38.0,,30.1,,,,7.8
-27.02314,28.59389,2012-03-07,21.617,17.875,0.06,343.9,0.236,0.00246735,48.004,110.97,13.838,0.603,,4.296,0.24957,7.361,21.248,0.878,25.104,116.85,0.025,,,,8.263
-27.02314,28.59389,2012-04-03,,25.0,0.2,360.0,0.3,0.01562655,52.035,,15.0,0.4,,,,,21.8,,53.0,,0.4,,,,7.9
-27.02314,28.59389,2012-04-04,24.066,19.112,0.012,385.0,0.292,0.00082245,48.413,117.571,13.956,0.025,,4.084,0.285335,7.078,24.367,0.978,34.134,135.447,0.025,,,,7.722
-27.02314,28.59389,2012-04-17,,23.0,0.05,370.0,0.3,0.0016449,58.626,,16.9,0.05,,,,,21.8,,47.0,,0.05,,,,7.8
-27.02314,28.59389,2012-05-09,31.688,18.044,0.133,,0.406,,56.968,146.761,16.422,0.025,,3.878,0.305938,3.626,25.852,0.929,31.016,146.057,0.025,,,,8.81
-27.02314,28.59389,2012-05-15,,28.0,0.2,450.0,0.3,0.0065796,68.339,,19.7,0.3,,,,,30.2,,103.0,,0.05,,,,8.5
-27.02314,28.59389,2012-06-06,34.504,32.261,0.023,559.0,0.368,0.0032898,67.868,166.732,19.564,0.025,,4.984,0.390364,2.319,45.206,1.524,57.973,160.172,0.025,,,,8.461
-27.02314,28.59389,2012-06-12,,36.0,0.05,570.0,0.5,0.0180939,66.258,,19.1,0.2,,,,,54.0,,72.0,,0.3,,,,8.1
-27.02314,28.59389,2012-07-10,,38.0,0.05,550.0,0.4,0.0065796,67.646,,19.5,0.05,,,,,37.2,,62.0,,0.05,,,,8.5
-27.02314,28.59389,2012-08-10,36.024,28.453,0.012,541.0,0.503,0.0049347,63.223,165.014,18.225,0.025,,4.833,0.359895,0.832,40.139,1.36,39.546,157.467,0.025,,,,8.666
-27.02314,28.59389,2012-08-14,,32.0,0.05,520.0,0.3,0.0065796,66.952,,19.3,0.05,,,,,52.2,,45.0,,0.05,,,,8.5
-27.02314,28.59389,2012-09-07,32.986,29.177,0.078,505.0,0.291,0.1463961,79.808,177.116,23.006,1.146,,4.828,0.38928,1.632,35.263,1.153,43.526,175.306,0.891,,,,8.604
-27.02314,28.59389,2012-09-11,,16.0,0.05,290.0,0.3,0.00246735,33.302,,9.6,0.6,,,,,15.7,,33.0,,0.4,,,,7.1
-27.02314,28.59389,2012-10-03,16.286,17.499,0.005,315.4,0.107,0.00411225,36.903,84.479,10.638,0.025,,5.018,0.186482,4.447,16.637,0.788,34.734,69.965,0.102,,,,7.949
-27.02314,28.59389,2012-10-16,,24.0,0.4,370.0,0.3,0.0460572,65.564,,18.9,0.3,,,,,26.2,,56.0,,1.2,,,,7.9
-27.02314,28.59389,2012-11-06,,20.0,0.05,190.0,0.05,0.0049347,14.57,,4.2,0.2,,,,,14.9,,23.0,,0.2,,,,7.7
-27.02314,28.59389,2012-11-08,18.573,15.07,0.043,283.4,0.259,0.0032898,35.922,89.025,10.355,0.592,,4.048,0.207768,6.849,17.155,0.791,26.939,92.307,0.055,,,,8.158
-27.02314,28.59389,2012-12-04,23.863,29.2665,0.14,404.5,0.36,0.004934699999999999,34.947,120.326,10.074,2.624,,5.082,0.304203,5.198,28.8035,1.302,66.737,110.95,0.2625,,,,7.8295
-27.02314,28.59389,2013-01-07,,9.0,0.05,180.0,0.2,0.0115143,39.547,,11.4,0.4,,,,,13.3,,28.0,,0.3,,,,7.9
